33,Walking,49394992294000,0.84446156,8.008764,2.7921712
33,Walking,49395102310000,1.1168685,8.62168,3.7864566
33,Walking,49395202316000,-0.50395286,16.657684,1.3075534
33,Walking,49395302292000,4.7943625,10.760075,-1.1849703
33,Walking,49395412338000,-0.040861044,9.234595,-0.6946377
33,Walking,49395522293000,2.4925237,8.730643,-1.4573772
33,Walking,49395632309000,0.53119355,9.888372,-1.2258313
33,Walking,49395742294000,1.7570249,11.032481,-0.6537767
33,Walking,49395852340000,2.982856,12.14935,-1.3075534
33,Walking,49395962295000,-0.8036005,12.721405,-1.2666923
33,Walking,49396072311000,0.19068487,6.932757,0.53119355
33,Walking,49396172287000,-0.3405087,6.3198414,0.50395286
33,Walking,49396282333000,0.46309182,8.894087,5.7886477
33,Walking,49396382309000,0.08172209,7.246025,5.8976100
33,Walking,49413012222000,-5.7886477,1.6889231,-1.4165162
33,Walking,49413122299000,2.6832085,5.2165933,-4.5628166
33,Walking,49413232315000,-1.3756552,5.47538,-1.334794
33,Walking,49413342300000,0.313268,9.466142,0.6537767
33,Walking,49413452316000,4.671779,14.709975,1.1849703
33,Walking,49413562301000,-3.2961242,15.28203,-4.399372
33,Walking,49413672348000,4.372132,7.205164,-1.4982382
33,Walking,49413782303000,-1.6480621,1.1441092,-1.8387469
33,Walking,49413882309000,-0.3405087,18.659876,15.363752
33,Walking,49413982315000,-5.597963,16.358038,0.50395286
33,Walking,49414092300000,-2.7240696,11.645397,0.5720546
33,Walking,49414192245000,0.08172209,6.469665,-0.9125633
33,Walking,49414302292000,0.50395286,10.882658,0.7218784
33,Walking,49414402237000,-0.6946377,13.797412,0.7627395
33,Walking,49414512314000,-5.706926,17.270601,1.0760075
33,Walking,49414612289000,1.1849703,3.405087,-0.88532263
33,Walking,49414712295000,-2.7240696,1.3756552,-1.3756552
33,Walking,49414822311000,1.7570249,14.601013,12.299174
33,Walking,49414922317000,0.6946377,6.5922484,-2.2609777
33,Walking,49415032303000,-0.08172209,10.460427,1.0760075
33,Walking,49415142318000,-1.8387469,9.534244,1.7297841
33,Walking,49415242294000,4.944186,12.980191,-0.10896278
33,Walking,49415352340000,-0.88532263,12.367276,-1.7570249
33,Walking,49415462295000,-2.6423476,13.947236,0.61291564
33,Walking,49415572311000,-0.9125633,1.9477097,-1.6480621
33,Walking,49415682296000,-3.568531,8.499097,4.7126403
33,Walking,49415792312000,-2.7240696,4.903325,-3.405087
33,Walking,49415892318000,2.2609777,6.5513873,-2.3426998
33,Walking,49415992264000,-0.61291564,3.568531,-1.7978859
33,Walking,49416042129000,-0.8036005,8.689782,-0.6946377
33,Walking,49416152298000,1.6889231,11.264028,-0.42223078
33,Walking,49416252273000,1.2258313,15.050485,-0.27240697
33,Walking,49416362289000,-5.8976107,15.5135765,1.6889231
33,Walking,49416472305000,0.14982383,2.070293,-0.9942854
33,Walking,49416582290000,-1.8387469,1.9885708,0.46309182
33,Walking,49416682296000,-2.6832085,1.5390993,3.6774938
33,Walking,49416792312000,-0.27240697,4.0180025,-4.2086873
33,Walking,49416892288000,-0.0,7.4639506,0.3405087
33,Walking,49416992264000,-2.4925237,8.499097,0.8036005
33,Walking,49417102310000,4.1814466,13.021052,0.53119355
33,Walking,49417202652000,-1.525479,13.021052,-3.5957718
33,Walking,49417312271000,-1.2258313,11.958665,-0.42223078
33,Walking,49417412521000,-0.53119355,1.2258313,-1.9885708
33,Walking,49417522293000,-3.173541,9.997335,6.1700177
33,Walking,49417632309000,-4.0588636,6.5513873,-4.140586
33,Walking,49417742294000,1.9477097,5.407278,-2.4108016
33,Walking,49417852310000,-0.7627395,4.944186,-3.214402
33,Walking,49417962326000,0.42223078,10.95076,0.23154591
33,Walking,49418072311000,0.040861044,13.865514,1.0351465
33,Walking,49418182296000,-5.6660647,16.3989,-0.7627395
33,Walking,49418292312000,1.3756552,3.405087,-0.6537767
33,Walking,49418392318000,-0.6537767,0.84446156,-0.29964766
33,Walking,49418502304000,-1.3075534,11.795221,9.00305
33,Walking,49418602279000,1.0760075,6.1291566,-3.3642259
33,Walking,49418702286000,0.84446156,10.228881,1.2258313
33,Walking,49418812301000,-0.10896278,8.62168,0.313268
33,Walking,49418912277000,3.3778462,13.184497,0.23154591
33,Walking,49419022293000,-1.0760075,11.985906,-0.88532263
33,Walking,49419132309000,-5.9793324,14.560152,2.152015
33,Walking,49419242294000,-0.6946377,2.982856,-0.6946377
33,Walking,49419352310000,-2.1383946,8.812365,5.829509
33,Walking,49419462295000,-4.5219555,9.152874,-1.3075534
33,Walking,49419572311000,2.0294318,8.117727,-1.9477097
33,Walking,49419682296000,-0.38136974,6.4424243,-3.1463003
33,Walking,49419792312000,0.23154591,10.651112,0.10896278
33,Walking,49419892288000,1.56634,15.132206,1.7570249
33,Walking,49419950363000,-0.29964766,12.871228,-1.879608
33,Walking,49420052292000,-0.14982383,11.032481,-0.6537767
33,Walking,49420102310000,1.6480621,4.862464,-1.607201
33,Walking,49420202286000,-2.5333846,1.7297841,-1.4165162
33,Walking,49420312301000,0.27240697,18.237646,15.241169
33,Walking,49420412277000,-4.944186,11.563675,2.3018389
33,Walking,49420522293000,-0.9942854,9.152874,1.56634
33,Walking,49420622299000,-0.88532263,7.4639506,0.53119355
33,Walking,49420722275000,-0.5720546,11.917805,0.7218784
33,Walking,49420832290000,0.7627395,15.894946,1.7978859
33,Walking,49420932296000,-6.932757,15.431854,0.08172209
33,Walking,49421042312000,1.879608,4.440233,-1.6889231
33,Walking,49421152420000,-2.7921712,2.3699405,-0.50395286
33,Walking,49421252334000,-0.5720546,12.026767,10.528529
33,Walking,49421312240000,-6.66035,14.410328,-3.214402
33,Walking,49421412246000,2.070293,9.997335,-1.1849703
33,Walking,49421522293000,-0.42223078,6.66035,-2.4925237
33,Walking,49434762314000,0.46309182,12.9529505,-0.61291564
33,Walking,49434872329000,-6.5513873,13.6748295,0.8036005
33,Walking,49434982315000,0.14982383,2.6014864,-1.4982382
33,Walking,49435092300000,-4.2904096,5.5162406,2.5606253
33,Walking,49435202316000,-5.47538,10.841797,-2.7240696
33,Walking,49435312301000,2.4516625,14.709975,-0.3405087
33,Walking,49435422317000,1.4573772,8.471856,-2.8330324
33,Walking,49435532303000,0.6946377,11.141444,0.8036005
33,Walking,49435632248000,2.1111538,15.132206,0.42223078
33,Walking,49435732315000,-4.5219555,13.0619135,-3.718355
33,Walking,49435842300000,4.0588636,9.152874,-0.50395286
33,Walking,49435942306000,-2.3426998,1.920469,-1.7570249
33,Walking,49436052292000,-3.718355,14.369467,12.367276
33,Walking,49436162307000,-5.434519,13.443283,0.27240697
33,Walking,49436272293000,-0.5720546,10.923519,2.2201166
33,Walking,49436382309000,0.92618364,10.460427,-0.42223078
33,Walking,49436492294000,2.4516625,10.691973,0.27240697
33,Walking,49436602310000,0.95342433,15.935807,1.4573772
33,Walking,49436702316000,-7.6273947,15.4046135,0.84446156
33,Walking,49436812301000,2.2201166,3.7864566,-1.2666923
